ID,Age,Income,Score,Gender,Department,JoinDate,Satisfaction
2463,64,21712,75,Female,Sales,9/9/2023, 
2464,20,35571,43,Male,HR,17/7/2021, 
2465,63,-272,36,Male,HR,17/4/2024,3
2466,23,43928,86,Female,Sales,18/2/2024,5
2467,-,42462,72,Male,HR,16/1/2024,4
2468,18,25561,34,Male,Finance,29/4/2023,2
2469,20,35498,21,Male,Finance,25/1/2020,4
2470,20,22796,91,Male,Finance,8/7/2023,2
2471,38,31800,0,Male,Marketing,27/1/2024,2
2472,19,15685,38,Female,Operations,27/5/2020,2
2473,56,36844,99,NA,Finance,2/2/2023,5
2474,26,34906, ,Male,IT,4/7/2023,2
2475,28,*,58,Male,Operations,15/5/2023,1
2476,57,17677,66,Female,Finance,29/4/2020,2
2477,28,17195,59,Male,HR,17/7/2022,1
2478,31,14024,99,Male,Marketing,27/11/2022,2
2479,59,34554,60,Female,Finance,6/3/2023,5
2480,48,41179,55,,Marketing,5/1/2023,1
2481,18,34404,93,Female,-,27/3/2020,2
2482,*,42076,35,Female,Finance,5/4/2020, 
2483,38,45235,70,NA,Sales,19/1/2020,3
2484,-,33572,73,Male,Finance,5/5/2023,3
2485,36,7848,61,-,HR,22/4/2020,3
2486,61,44026,98,Male,Marketing,11/5/2023,4
2487,59,-,95,Male,Operations,24/8/2021,5
2488,25,61604,41,Female,HR,27/6/2023,3
2489,22,42915,66,Male,Finance,9/10/2024,1
2490,62,NA,30,Male,Operations,5/2/2023,3
2491, ,41587,3,Male,Marketing,22/9/2020,5
2492,36,19368,22,Female,Operations,4/7/2021,3
2493,18,9764,26,Female,Sales,6/11/2020,5
2494,18,36960,31, ,IT,27/6/2020,1
2495,36,47210, ,Male,Operations,19/1/2021,2
2496,29,31576,40, ,Marketing,18/1/2023,-
2497,50,44084,93,Female,*,31/10/2020,*
2498,43,24634,40,Female,Sales,14/4/2021,1
2499,57,27868,62,Male,IT,14/11/2022,2
2500,30,NA,33,NA,IT,3/3/2022,1
2501,38,31142,51,Female,IT,19/10/2020,1
2502,18,45570,NA,Female,HR,24/10/2020,2
2503,29,44697,0,Female,Finance,24/6/2020,5
2504,49,35686,62,Male,Operations,23/1/2023,3
2505,60,0,22,Female,Marketing,18/3/2020,4
2506,34,30396,16,Female,Operations,16/12/2020,3
2507,42,63449,27,Female,Operations,14/4/2021,4
2508,60,51716,19,Female,HR,26/10/2022,4
2509,52,24048,20,Male,HR,14/11/2023,2
2510,64,33315,37,Male,,16/6/2020,1
2511,54,32123,21,Female,IT,4/9/2022,*
2512,43,29239,51,Female,Finance,18/12/2021,3
2513,29,41241,0,Male,*,5/4/2021,2
2514,57,29424,44,Female,Operations,19/8/2020,5
2515,30,35259,52,Male,Operations,17/2/2023,5
2516,-,37880,38,Male,Marketing,18/1/2021,3
2517,64,-,0,Female,Sales,18/2/2023,NA
2518,58,40872,79,-,Operations,2/5/2023,4
2519,47,36828,55,Male,Finance,7/2/2023,2
2520,63,19898,68,Male,Marketing,27/6/2020,5
2521,NA,44453,11,Female,IT,15/10/2020,2
2522,49,23812,0,Female,Finance,9/4/2020,1
2523,50,32588,98,Female,IT,29/1/2022,4
2524,23,55094,0,Male,HR,16/9/2023,2
2525,32,37619,91,Female,Operations,9/7/2021,5
2526,21,46178,36,Female,Finance,18/8/2021,5
2527,48,29941,NA,Female,IT,27/2/2024,4
2528,32,41037,96,*,Sales,1/3/2024,5
2529,50,30199,0,Male,Sales,12/6/2023,2
2530,64,36525,99,Female,Sales,5/9/2021,3
2531,37,44904,86,Female,Finance,15/12/2023,5
2532,50,-,25,Male,Operations,10/1/2021,1
2533,35,46550,75,Female,HR,24/6/2024,3
2534,56,58002,14,Female,HR,6/6/2024,1
2535,27,41879,NA,Male,IT,27/5/2021,3
2536,20,-,100,,HR,1/3/2023,4
2537,51,-,38,Male,Sales,8/4/2024,2
2538, ,51958,34, ,Finance,18/4/2021,1
2539,45,39172,100,Female,Finance,2/3/2024,3
2540,38,*,29,Female,Operations,29/10/2020,1
2541,32,38614,8,Female,Operations,29/10/2023,3
2542,21,41856,39,Male,HR,4/11/2024,5
2543,44,29282,42,Male,Sales,19/5/2023,5
2544,53,55475,22,Male,IT,5/5/2020,4
2545,47,45401,86,Male,Marketing,13/4/2023,3
2546,28,264,*,Male,Operations,18/10/2024,4
2547,61,39238,97,Female,Sales,23/9/2021,5
2548,*,29117,60,Female,Sales,8/1/2023,
2549,47,44164,71,Male,HR,16/6/2024,2
2550,52,37123,51,*,IT,27/2/2021,1
2551,45,4552,-,Male,Sales,30/5/2023,3
2552,47,18515,28,Male,IT,17/12/2023,2
2553,30,46197,58,,Operations,31/12/2021,2
2554,61,35495,99,Female,HR,8/3/2022,4
2555,42,47085,22,Female,Marketing,21/12/2023,4
2556,23,29829,40,Male,Operations,2/4/2020,2
2557,49,46179,*,Male,Finance,18/4/2022,1
2558,27,276873,57,Male,,14/11/2022,2
2559,52, ,64,Female,Marketing,22/1/2021,4
2560,56,37089,0,Male,IT,19/4/2024,3
2561,37,0,54,Male,IT,26/12/2021,4
2562,33, ,81,Male,Operations,25/4/2023,1
2563,24,46354,14,Male,Operations,30/8/2021,3
2564,20,48833,37,Male,Operations,2/4/2021,1
2565,57,38864,84,Male,Sales,27/2/2020,3
2566,45,56237,69,Female,Marketing,30/9/2022,4
2567,49,13131,37,Female,Sales,15/2/2023,4
2568,63,36536,69,Female,IT,4/7/2021,2
2569,57,60092,21,Male,Finance,7/11/2020,1
2570,21,17377,,Male,Finance,21/4/2022,4
2571,56,41933,46,Male,IT,20/10/2024,5
2572,32,37283,1,Female,Operations,29/11/2023,2
2573,62,42376,58,Male,,10/8/2020,3
2574,36,60393,87,Male,HR,7/6/2024,2
2575,22,30819,11,Female,Operations,25/6/2020,2
2576,47,48648,51,Male,Finance,13/7/2023,5
2577,64,32684,93,Male,IT,22/2/2022,5
2578,61,62674,99,-,Marketing,8/1/2024,2
2579,21,NA,47,Male,IT,8/6/2023,4
2580,64,0,22,Male,Sales,7/3/2020,5
2581,48,28004,0,Male,Sales,9/8/2021,3
2582,45,20570,63,Female,Operations,18/3/2022,2
2583,40,57646,0,Male,HR,6/8/2023, 
2584,64,23023,49,Male,NA,18/7/2023,5
2585,46,35458,20,Male,HR,21/6/2020,3
2586,47,36960,83,-,IT,31/12/2023,4
2587,60, ,0,Female,HR,13/11/2024,*
2588,41,0,70,Male,-,24/10/2024,5
2589,27,7578,23,,Marketing,12/2/2024,2
2590,64,23865,87,Female,Sales,18/8/2022,1
2591,47,47666,36,Male,Operations,7/12/2020,2
2592,40,48495,38,Male,Finance,12/6/2020,5
2593, ,36998,30,Male,IT,17/3/2021,
2594,38,38981,6,Male,HR,10/5/2021,NA
2595,18,34491,73,,Sales,10/5/2021,1
2596,57,27032,45,Male,HR,6/1/2023,5
2597,27,36887,64,,-,13/9/2022,1
2598,46,0,70,Male,Operations,9/3/2024,*
2599,48,37583,10,Male,Operations,16/4/2024,4
2600,47,33384,42,,IT,11/5/2021,
2601,56,51808,54,Female,IT,12/3/2024,3
2602,28,41958,60,Female,Operations,13/10/2021,3
2603,60,45292,16,Female,Finance,25/7/2020,2
2604,39,18719,100,-,Marketing,5/7/2024,*
2605,42,23078,0,Male,,1/6/2021,2
2606,42,28074,88,Female,IT,10/3/2023,1
2607,42,36219,42,Female,Sales,30/1/2021,5
2608,*,32467,82,Male,Operations,7/8/2021,4
2609,52,64472,33,Female, ,6/8/2023,1
2610,63,-,89,Female,Operations,23/3/2021,2
2611,52,*,43,NA,Finance,27/3/2021,4
2612,64,38778,17,Male,Finance,4/2/2022,3
2613,61,42233,57,Female, ,15/6/2023,2
2614,34,36583,51,Female,Finance,26/6/2023,5
2615,26,12396,4,Male,Sales,28/9/2023,4
2616,28, ,0,Female,Marketing,6/8/2022,2
2617,56,31442,19,Male,,22/8/2024,3
2618, ,48093,35,Female,*,7/12/2022,NA
2619,,,0,Male,,25/4/2022,4
2620,44,48787,46,Female,Marketing,8/10/2024,2
2621,39,16067,86,Male,IT,19/9/2020,4
2622,23,-,17,Male,HR,15/8/2024,3
2623,22,36673,4,Male,Sales,15/10/2020,5
2624,49,0,44,Male,HR,21/7/2023,3
2625,,58540,14,NA,HR,6/9/2020,4
2626,,58499,59,Female,NA,8/6/2024,3
2627,33,34991,0,Male,Marketing,22/7/2021,4
2628,54,31967,19,Female,Finance,1/8/2022,2
2629,36,45058,58,Male,Operations,26/8/2020,*
2630,41,18399,0,Male,IT,26/5/2024,4
2631,29,*,2,Male,Marketing,19/4/2024,3
2632,NA,*,39,Male,HR,9/11/2024,5
2633, ,35607,57,Female,Operations,11/5/2021,3
2634,62,11239,69, ,Operations,16/9/2024,4
2635,*,16231,46,Female,IT,15/4/2022,3
2636,40,36149,8,Male,,31/8/2024,3
2637,63,-,22,*,Sales,15/2/2024,5
2638,51,42300,13,Female,Marketing,8/7/2024,3
2639,32, ,*,*,-,18/11/2021,5
2640,60,53422,91,Male,Marketing,23/5/2023,2
2641,20,51127,86,Female,Operations,17/10/2023,3
2642,NA,38587,92,Male,Sales,30/5/2023,3
2643,37,43656,56,Female,Operations,23/11/2023,5
2644,43,40021,74,Male,Finance,1/7/2021,5
2645,61,34597,77,Male,-,20/8/2023,4
2646,-,39355,9,Female,Sales,7/2/2022,3
2647,21,NA,9,Male,Marketing,7/6/2023,4
2648,57,44167,91,Male,Marketing,22/10/2020,2
2649,63,34816,51,Male,Operations,13/9/2020,4
2650,63,25484,43,Male,Finance,23/11/2021,2
2651,52,39929,0,Male,Marketing,14/2/2022,3
2652,40,36407,64,Male,Marketing,25/3/2020,5
2653,64,33658,74,, ,4/12/2023,1
2654,*,41480,51,Male,HR,16/3/2023,4
2655,53,43675,88,Male,Marketing,6/9/2022,4
2656,30,55522,89,*,Operations,25/9/2020,5
2657,45,52423,90,Female,Operations,11/10/2024,1
2658,27,58802,93,Male,Operations,21/2/2024,2
2659,30,32666,25,NA,Finance,18/3/2022,*
2660,61,31753,27,Female,Operations,6/2/2020,4
2661,20,31494,31,Male,Marketing,23/2/2024,1
2662,36,21031,88,Female,Sales,26/1/2021,4
2663,35,48130,97,Female,Finance,2/4/2024,4
2664,60,*,21,Female,HR,25/2/2024,1
2665,55,40328,43,Male,IT,16/5/2023, 
2666,63,34382,13,Male,IT,15/10/2022,3
2667,37,31102,24,Male,Marketing,25/3/2022,4
2668,30,23745,42,Male,Finance,8/10/2023,3
2669,19,38210,28,Male,Sales,27/7/2021,1
2670,29,30427,24,Female,Marketing,9/9/2024,4
2671,24,1985,14,Male,IT,11/1/2020,5
2672,19,25265,80,Male,Operations,4/11/2020,4
2673,-,42004,63,Male,Sales,17/1/2020,1
2674,53,34758,64,Male,Operations,4/12/2020,1
2675,NA,29075,30,Female,Finance,17/7/2022,5
2676,60,25251,18,Female,Finance,19/3/2024,5
2677,26,NA,68,NA,Marketing,17/5/2024,2
2678,44,29927,43,Female,Operations,9/5/2020,2
2679,28,22795,20,Female,Sales,13/1/2024,3
2680,42,NA,39,Female,*,27/2/2022,5
2681,44,NA,30,Female,IT,16/2/2021,3
2682,44,43374,58,Female,Sales,21/5/2024,2
2683,22,-,*,Female,HR,27/1/2022,1
2684,34,36388,38,Female,Finance,15/10/2020,4
2685,41,37576,26,Male,HR,24/4/2024,3
2686,19,40324,98,-,IT,27/11/2023,NA
2687,*,18980,69,Male,NA,28/10/2022,3
2688,44,61517,19,Female,Finance,15/12/2021,3
2689,36,33776,46,Female,Finance,16/4/2023,4
2690,64,25007,NA,Male,Marketing,3/5/2023,1
2691,38,41832,0,Male,Operations,1/5/2021,3
2692,24,44144,28,Male,Finance,10/6/2020,4
2693,31,30426,2,Male,IT,23/6/2022,1
2694,30, ,8,Male,HR,21/4/2022,3
2695,23,27165,46,Female,Finance,11/9/2021,5
2696,47,45117,79,Female,Marketing,19/8/2021,5
2697,55,34194,58,Female,HR,17/10/2024,5
2698,32,46143,,Female,Marketing,17/4/2020,1
2699,41,33791,46,Male,Operations,31/7/2022,5
2700,28,13373,4,Male,IT,16/2/2024,1
2701,44,31333,70,Female,IT,1/6/2022,3
2702,49,37756,4,Male,HR,23/11/2022,4
2703,50,34823,,Female,Finance,14/12/2020,2
2704,49,55335,52,Female,IT,10/7/2024,3
2705,29,36511,0,Male,Marketing,5/6/2020, 
2706,56,39220,77,Female,IT,15/11/2022,3
2707,38,53117,16,Female,Sales,26/10/2022,5
2708,42,31949,44,Male,IT,1/4/2023,2
2709,40,35657,28,Female,Finance,10/4/2021,3
2710,47,39001,83,Male,HR,10/8/2020,4
2711,35,30275,96,Male,Finance,16/4/2022,2
2712,43,38369,97,Female,Sales,9/5/2021,1
2713,37,39128,7,Male,HR,25/6/2020,2
2714, ,56803,15,Female,Finance,5/8/2024,3
2715,,52475,14,Female,IT,30/4/2021,2
2716,*,29613,87,Male,Sales,29/11/2020,5
2717,30,34029,28,Male,IT,1/1/2020,4
2718,59,47908,95,Male,Marketing,1/1/2020,5
2719,20,39697,48,Male,Finance,8/10/2020,1
2720, ,43582,,Male,Sales,30/9/2021,*
2721,59,32767,5,Male,-,5/6/2022,1
2722,59,46858,92,Female,Sales,4/1/2023,3
2723,61,48620,13,Female,Sales,13/11/2021,5
2724,19,26291,83,,Finance,12/1/2023,
2725,39,50204,13,Female,Finance,20/6/2023,4
2726,58,14773,85,Male,HR,6/9/2024,2
2727,21,42601,14,Male,Finance,20/2/2021,4
2728,57,27302,67,Male,Finance,14/3/2021,3
2729,56,33874,NA,Male,Marketing,15/10/2023,5
2730,46,46439,14,-,Finance,22/4/2023,5
2731,47,-,55,Female,Marketing,6/2/2020,2
2732,64,NA,21,,Marketing,19/8/2024,2
2733,31,0,69,Male,Marketing,17/7/2020,5
2734,19,37706,35,Female,HR,12/6/2023,4
2735,33,41193,99,Female,Sales,29/12/2020, 
2736,29,32176,12,Male,Marketing,16/7/2021, 
2737,58,35549,65,Male,Marketing,22/2/2021,1
2738,56,NA,NA,Female, ,5/6/2021,3
2739,-,34231,91, ,IT,24/3/2023,1
2740,55,42690,48,Male,HR,15/6/2022,4
2741,63,9745,13,Female,HR,4/12/2023,2
2742,48,42785,18,Male,Marketing,28/3/2024,3
2743,62,45762,40,NA,Finance,10/5/2023,5
2744,58,21520,68,Male,Operations,5/2/2024,1
2745,49,49522,38,Female,Finance,27/12/2023,
2746,50,22665,100,Female,HR,5/10/2021,4
2747,,30338,NA,Male,Finance,16/11/2020,5
2748,29,39299,92,Female,Marketing,31/8/2021,*
2749,62,35973,41,Female,Operations,20/10/2022,1
2750,35,52833,NA,Female,HR,18/11/2020,3
2751,52,23971,23,Male,IT,14/7/2022,3
2752,26,30822,44,Male,Finance,16/6/2023,5
2753,43,31426,33,Female,HR,6/1/2020,2
2754,29,-,49, ,Finance,23/8/2021,*
2755,28,55609,56,-,Marketing,20/8/2022,3
2756,22,14319,35,Male,Sales,25/2/2023,4
2757,25,33122,94, ,Operations,1/3/2022,1
2758,50,15564,58,-,IT,16/7/2022,2
2759,58,37924,69,Male,Marketing,4/4/2024,4
2760,-,35191,10,Male,Sales,2/7/2023,3
2761,26,23321,67,Female,Finance,9/7/2022,1
2762,59,44753,55,Male,Sales,29/10/2022,3
2763,53, ,*,Female,,9/9/2024,3
2764,26,40789,*,Male,,4/8/2021,1
2765,63,30085,92,Male,Sales,8/9/2024,4
2766,43,55729,54,NA,IT,17/5/2020,2
2767,60,43357,7,Male,Operations,3/7/2020,5
2768,37,31083,55,Male,Operations,12/5/2023,5
2769,45,31340,29,Male,Finance,3/7/2022,3
2770,41,28584,4,Female,Marketing,12/8/2022,5
2771,18,40025,8,Female,Marketing,27/10/2023,5
2772,-,17421,16,Male,Sales,10/8/2023,4
2773,63,20668,0,Female,Operations,20/6/2021,4
2774,28,38622,84,Male,Marketing,7/2/2021,4
2775, ,0,49,Male,Operations,17/11/2020, 
2776,31,28946,68,NA,-,17/3/2021,5
2777,-,34457,81,-,HR,17/6/2021,NA
2778,38,8755,-,Male,Marketing,21/11/2021,3
2779,54,31033,30,Female,IT,18/2/2024,2
2780,*,40579,37,*,Sales,12/8/2021,2
2781,22,43204, ,Female,Sales,17/11/2021,
2782,31,13890,48,Male,IT,17/2/2023,3
2783,52,15801,79,Female,Finance,2/8/2021,3
2784,26,39644,-,Male,Finance,16/4/2023,4
2785,28,52933,65,Male,HR,8/10/2021,4
2786,21,44444,45,Male,Finance,24/2/2024,2
2787,25,54740,8,Female,Sales,1/1/2022,4
2788,54,6559,41,Male,Sales,16/12/2021,2
2789,45,49887,12,Male,Operations,27/11/2024,4
2790,,37308,33,Female,Marketing,28/8/2020,4
2791,*,44239,22,Female,HR,17/5/2022,2
2792,19,60520,NA,Male,Operations,26/3/2022,5
2793,46,33872,26,Female,Marketing,16/7/2022,3
2794,37,43352,72,Female,*,22/5/2024,*
2795,55,41953,58,Female,IT,11/12/2022,4
2796, ,-,61,Female,HR,31/12/2021,2
2797,23,25383,40,Male,Sales,6/6/2024,4
2798,29,15080,-,Male,Finance,17/3/2023,3
2799,64,17520,14,Male,Marketing,17/8/2023,1
2800,33,45705,82,Female,,1/10/2021,3
2801,63,37119,28,Male,Operations,17/4/2021,1
2802,19,,51,Female,IT,11/8/2023,3
2803,57,42561,89,Male,*,29/10/2023,5
2804,22,40882,48,Female,Operations,28/12/2022,3
2805,64,33709,41,Female,Finance,3/12/2021,3
2806,37,44735,93,Male,Marketing,10/11/2020,
2807,29,29979,27,Female,,20/7/2024,4
2808,33,39578,,Female,Marketing,19/1/2024,NA
2809,47, ,94,Male,Finance,28/1/2020,3
2810,37, ,45,Male,*,31/10/2023,3
2811,38,0,29,Female,Sales,16/4/2021,5
2812,23,41056,96,Male,Finance,14/6/2024,1
2813,26,-,3,Female,IT,16/10/2023,
2814,20,31700,34,Female,IT,18/7/2024,
2815,37,44437,0,Female,IT,6/4/2024,5
2816,50,52212,45,Male,*,28/2/2023,5
2817,54,28640,98,Female,IT,14/2/2023,3
2818,34,18345,6,Female,-,15/8/2024,2
2819,58,15423,100,Male,Operations,13/9/2021,1
2820,32,34441,2,Female,Sales,1/8/2020,4
2821,36,-,,Male,IT,26/11/2020,5
2822,30,41228,51, ,Operations,15/11/2020,1
2823,40,23207,94,Female,Finance,12/1/2021,4
2824,61,16188,36,Female,Sales,10/4/2022,4
2825,41,30204,80,Female,Operations,10/8/2023,1
2826,,30852,6,Male,Finance,28/3/2024,5
2827,44,38472,38,Male,HR,25/5/2020,5
2828,*,NA,38,Female,Finance,19/2/2022,4
2829,29,47350,100,Male,HR,17/9/2024,3
2830,28,32971,,Female,Operations,30/7/2024,1
2831,25,17320,-,Female,HR,31/1/2023,-
2832,41,31239,77,Male,Finance,18/11/2020,1
2833,58,36584,0,Female,Finance,9/11/2024,2
2834,27,28771,20,Female,Finance,30/6/2021,3
2835,41,60168,51,Male,Marketing,8/8/2023,1
2836,28,50082,54,Male,,13/10/2020,3
2837,50,42162,99,Female,Operations,12/7/2021,-
2838,46,49236,14,Female,Marketing,19/3/2020,2
2839,30,57937,,Female,Finance,31/1/2022,3
2840,45,36449,0,Male,Finance,22/11/2023,4
2841,22,17205,2,-,Finance,12/3/2021,3
2842,34,26536,0,Male,HR,5/6/2024,2
2843,53,35347,60,Male,IT,15/1/2020,2
2844,37,22059,51,Male,Sales,18/2/2020,3
2845,21,, ,Male,Finance,23/9/2022,4
2846,*,-7214,57,Female,Finance,17/12/2021,4
2847,*,52440,3,Female,Marketing,1/9/2021,4
2848,56,21556,16,Female, ,30/8/2021,4
2849,47, ,33,,IT,19/6/2024,NA
2850,,*,23,Male,HR,30/10/2022,1
2851,37,26939,21,Male,NA,5/11/2020,-
2852,49,45460,6,Male,Marketing,6/7/2024,4
2853,63,55674,80,Male,Operations,11/4/2024,5
2854, ,32152,63,Male,HR,6/9/2024,5
2855,20,NA,93,Female,HR,8/3/2024,4
2856,51,35654,20,Female,Operations,26/6/2023,2
2857,*,41545,70,Male,IT,4/7/2024,4
2858,54,40569,9,Female,Operations,10/9/2023,4
2859,34,45800,38,Male,IT,19/7/2020,4
2860,61,33921,30,Male,Sales,30/11/2024, 
2861,47,42230,22,Female,Marketing,10/10/2020,3
2862,45,47207,95,Male,Sales,25/1/2024,3
2863,*,42899,97,Female,Operations,25/1/2021,5
2864,30,25461,97,Male,HR,14/9/2022,2
2865,42,38402,55,Male,HR,22/4/2023,1
2866,60,32565,79,Male,Sales,20/11/2021,4
2867,35,74230,19,-,Operations,24/4/2021,5
2868,45,51048,42,Female,IT,4/8/2024,3
2869,52,65474,77,Male,HR,19/11/2020,2
2870,19,36896, ,Female,Operations,29/3/2022,1
2871,22,49004,98,Female,Finance,19/2/2020,1
2872,NA,32114,69,Female,,26/6/2024,4
2873,*,50974,81,Male,Sales,1/3/2021,2
2874,-,24534,44,Female,Sales,6/10/2021, 
2875,61,41644,9,Female, ,3/10/2023,4
2876,51,23895,39,Female,Marketing,25/7/2021,
2877,28,40779,72,Female,Finance,26/8/2024,2
2878,52,26738,81,Female,HR,24/4/2020,*
2879,42,40317,40,*,HR,10/2/2021,1
2880,46,36495,84,Female,Sales,26/5/2024,5
2881,63,52951,43,Male,Finance,23/9/2021,5
2882,18,40854,48,Female,Marketing,9/11/2022,3
2883,54,34597,36,Male,IT,27/2/2022,
2884,29,28945,67,Female,IT,23/12/2023,3
2885,62,21237,79,Female,HR,2/4/2023,5
2886,55,8728,25,Male,Marketing,22/12/2020,5
2887,22,34164,*,Female,Marketing,11/11/2024, 
2888,64,47540,86,Female,HR,9/3/2020,5
2889,41,56837,34,,Finance,2/2/2021,5
2890,38,19091,85,Male,Finance,3/5/2020,1
2891,18,32635,56,Female,Sales,30/7/2023,1
2892,41,34503,5,Female,Finance,27/3/2023,5
2893,37,38499,37,Female,Finance,13/11/2022,2
2894,33,*,94,Female,Finance,30/3/2023,3
2895,29,28825,67,Female,HR,29/9/2022,4
2896,43,-,37,Female,Sales,19/10/2021,2
2897,23,50280,23,Female,HR,30/7/2023,4
2898,36,-,13,Female,Finance,20/5/2023,1
2899,21,NA,54,Male,HR,17/9/2020,3
2900,22,31808,81,Female,Sales,13/5/2024,2
2901,60,NA,43,Male,HR,31/5/2022,4
2902,43,-,85,Male,Finance,2/6/2023,4
2903,57,42423,10,Female,Finance,29/8/2021,3
2904,48,12531,78,Male,Marketing,26/5/2024,1
2905,35,20249,35,Female,Operations,25/3/2022,5
2906,26,37501,84,Female,IT,22/7/2023,4
2907, ,40962,*,Male,HR,6/8/2022,4
2908,48,48002,87,Male,*,6/7/2022,4
2909,56,23204,,Female,IT,27/4/2022,4
2910,34,33092,86,Male,NA,25/5/2022,2
2911,64,35970,80,Male,Sales,19/10/2021,3
2912,53,42972,42,Female,IT,7/3/2024,2
2913,54,19543,31,Male,IT,25/10/2024,3
2914,*,19633,58,Female,-,2/11/2024,3
2915,53,37159,7,Female,Sales,21/6/2023,1
2916,60,37198,78,Male,NA,18/9/2020,3
2917,24,11689,46,Male,Marketing,29/6/2023,3
2918,19,29406,68,Female,Marketing,4/6/2020,5
2919,19,54509,51,Female,Operations,20/10/2024,4
2920,38,53178,4,Male,Marketing,3/4/2021,4
2921,58,44956,27,Female,Operations,19/3/2024,2
2922,29,35721,-,Male,Marketing,6/5/2023,4
2923,29,40951,71,Female,Operations,2/8/2021,5
2924,59,37436,67,Female,IT,6/1/2023,3
2925,*,23023,28,Male,Sales,30/10/2023,NA
2926,53,33258,45,*,IT,25/12/2021,3
2927,56,55730,17,Female,HR,4/11/2023,1
2928,22,0,,Female,Finance,4/5/2023,2
2929,43,0,6,Male,Operations,10/6/2020,
2930,49,22624,100,Female,Finance,6/7/2023,2
2931,31,38291,77,Female,Operations,7/2/2023,3
2932,30,32018,71,Male,Operations,26/6/2023,2
2933,41,41169,47,Male,Marketing,7/4/2021,5
2934,35,51194,81,Male,NA,9/1/2020,2
2935,30,52909,63,Male,Marketing,6/1/2021,2
2936,64,44633,4,Female,Sales,27/10/2023,1
2937,64,45390,79,Female,Finance,9/9/2022,4
2938,49,31267,51,Male,*,7/6/2024,5
2939,57,44035,43,Female,Marketing,22/3/2022,5
2940,41,-,55,Female,Finance,3/12/2024,5
2941,35, ,80,Female,Finance,24/5/2023,1
2942,31,18583,55,Female,Operations,22/3/2020,5
2943,49,26714,80,Female,Marketing,21/3/2023,5
2944,43,31294,4,Female,IT,21/3/2020,5
2945,22,0,37,Male,IT,10/6/2022,2
2946,19,27732,NA,Male,Operations,18/9/2023,5
2947,49,35836,76,Male,HR,26/12/2023,5
2948,19,25498,81,Female,HR,26/6/2020,5
2949,58,24482,81,Male,,21/6/2021,2
2950,24,40697,50, ,Finance,20/5/2021,5
2951,32,12237,94,Female,Sales,23/1/2023,2
2952,56,39295,12,Male, ,29/1/2020, 
2953,57,35897,84,NA,Sales,24/4/2020,5
2954,NA,49181,44,Male,Marketing,1/9/2020,NA
2955,40,51766,97,Male,Marketing,5/9/2021,1
2956,44,41083,89,Male,IT,13/1/2024,1
2957,30,37562,75,Male,HR,12/1/2022,4
2958,45,28293,-,Female,HR,11/10/2021,1
2959,44,52162,33, ,Sales,20/4/2020,2
2960,47,17151,43,Female,IT,9/4/2021,3
2961,19,38280,22,Male,Operations,8/7/2024,2
2962,47,47606,92,Female,Operations,15/12/2021,2
2963,20,25630,67,Male,Sales,15/8/2022,1
2964,39,14472,28,Male,Sales,12/3/2021,4
2965,46,43236,4,Female,HR,17/4/2023,*
2966,NA,*,89,Male,*,2/8/2023,3
2967,62,29865,91,-,Sales,20/1/2020, 
2968,32,39823,84,Female,Sales,6/2/2024,3
2969,31,30622,84,Female,Finance,8/11/2023,4
2970,51,36418,9,NA,Sales,12/2/2021,1
2971,20,47146,12,Male,Marketing,19/10/2021,1
2972,61,48085,23,Female,Sales,15/7/2022,NA
2973,34,35863,35,Female,Operations,8/8/2024, 
2974,52,-,37,Male,IT,27/4/2024,NA
2975,*,38153,74,Male,Sales,17/3/2022,2
2976,, ,67,Male,Sales,21/7/2023,5
2977,50,39184,86,Male,Finance,26/3/2021, 
2978,40,46066,52,Male,Sales,18/5/2024,2
2979,45,38475,53,Female,IT,25/3/2023,5
2980,34,29853,66,Male,Finance,19/8/2020,2
2981,NA,36637,,Male,NA,19/8/2024,1
2982,26,34590,24,Female,Operations,29/8/2023,2
2983,26,20945,70,Female,Marketing,5/10/2024,5
2984,,48153,16,Female,IT,19/9/2022,5
2985,47,32720,100,Female,Marketing,24/4/2020,1
2986,35,28471,13,Male,Marketing,2/1/2022,3
2987,34,32527,34,Female,HR,5/9/2020,1
2988,35,22786,93,Female,Marketing,22/5/2021,3
2989,64,42209,64,Male,HR,6/11/2022,4
2990,54,53938,56,Female,,14/12/2021,1
2991,31,49319,97,Female,,18/7/2022,
2992,32,39937,,Female,Marketing,7/2/2023,1
2993,18,32648,27,Female,Finance,8/1/2020,*
2994,25,35587,62,Male,Sales,27/7/2024,5
2995,28,42100,16,Female,Operations,9/9/2022,3
2996,64,,82,Male,Sales,2/6/2023,2
2997,45,-,74,Male,HR,13/11/2020,1
2998,NA,27384,22,Male,HR,9/12/2021,-
2999,54,36852,58,Male,Sales,29/12/2023,2
3000,27,32307,18,Female, ,16/5/2023,5
3001,21,34035,94,Female,Operations,17/3/2023,-
3002,38,49330,2,Female,Finance,8/9/2022,3
3003,31,37760,23,Male,Sales,14/11/2024,1
3004,33,36338,60,Female,Marketing,17/7/2021,3
3005,,24335,76,Male,HR,27/2/2023,4
3006,58,32725,32,Male,Marketing,30/9/2020,3
3007,58,21450,10,Male,Marketing,7/12/2022,1
3008,64,32504,18,Female, ,3/7/2021,5
